carrier_id,carrier,scac,fleet_universe_count,vessel_name,imo,flag,call_sign,mmsi,teu,dwt,gross_tonnage,net_tonnage,loa_m,beam_m,year_built,shipyard,registered_owner,beneficial_owner,commercial_operator,technical_manager,fuel_propulsion,relationship_basis,deployment_origin,deployment_destination,deployment_departure,deployment_arrival,source_url,source_type,verified_as_of,notes
COMP_MAERSK,Maersk,MAEU,672,A.P. MOLLER,9948803,DK,OZTM2,219677000,15794,,,,351,54,2024,"Hyundai HI, Ulsan",Maersk Line A/S,,Maersk,,,Maersk operated vessel,,,,,https://www.econdb.com/maritime/vessels/219677000/A.P.%20MOLLER/,Vessel particulars,2026-09-07,
COMP_MAERSK,Maersk,MAEU,672,ADRIAN MAERSK,9948815,DK,OZUU2,,16592,,,,,,2025,,,,Maersk,,,Maersk official vessel schedule,Port Said,Suez Canal,,,https://www.maersklinelimited.com/schedules/vesselSchedules?fromDate=2026-08-31&vesselCode=V5U,Maersk official schedule,2026-09-07,Do not infer ownership/management from schedule
COMP_MAERSK,Maersk,MAEU,672,AIN SNAN EXPRESS,9525869,LR,5LLM5,636093182,,,,,,,,,,,,,,Maersk schedule association; shared with Hapag-Lloyd,,,,,https://www.linescape.com/vessels/8946/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ALBERT MAERSK,9961805,DK,OZDN2,219686000,16592,,,,,,2025,,,,Maersk,,,Maersk official vessel schedule,,,,,https://www.maersklinelimited.com/schedules/vesselSchedules?fromDate=2026-08-28&vesselCode=BN1,Maersk official schedule,2026-09-07,
COMP_MAERSK,Maersk,MAEU,672,ALETTE MAERSK,9948774,DK,OZLR2,,16592,,,,,,2024,,,,Maersk,,,Maersk official vessel schedule,,,,,https://www.maersklinelimited.com/schedules/vesselSchedules?fromDate=2025-07-19&vesselCode=V5Q,Maersk official schedule,2026-09-07,
COMP_MAERSK,Maersk,MAEU,672,ALEXANDRA MAERSK,9948786,DK,OZOK2,219634000,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/115162/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ALS KRONOS,9327786,LR,D5JQ6,636093361,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/1964/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ALS VENUS,9525948,SG,V2GN2,563062700,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/34857/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ALVA MAERSK,9961817,DK,OZEY2,219734000,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/116733/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ANAXAGORAS,9972983,MH,V7A6462,538011020,,,,,,,,,,,,,,Maersk carrier-universe association; shared vessel,,,,,https://www.linescape.com/vessels/114309/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ANDROUSA,9431769,LR,D5ZZ3,636020610,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/5995/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ANE MAERSK,9948748,DK,OZIA2,219561000,,,,,,,,,,,,,,Maersk service universe; also observed with Hapag-Lloyd,,,,,https://www.linescape.com/vessels/113234/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ANGELICA MAERSK,9948798,DK,OZRZ2,219658000,,,,,,,,,,,,,,Maersk service universe; also observed with Hapag-Lloyd,,,,,https://www.linescape.com/vessels/115523/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,ANTONIA MAERSK,9948762,DK,OZHV2,219614000,,,,,,,,,,,,,,Maersk service universe; also observed with Hapag-Lloyd,,,,,https://www.linescape.com/vessels/114348/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,AS ALVA,9337030,LR,A8PN7,636018502,,,,,,,,,,,,,,Maersk schedule association; shared vessel,,,,,https://www.linescape.com/vessels/4489/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,AS CAMELLIA,9314947,PT,CQAA7,255806121,,,,,,,,,,,,,,Maersk schedule association; shared with other carriers,,,,,https://www.linescape.com/vessels/2397/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,AS PIA,9434450,AG,V2EE9,305409000,,,,,,,,,,,,,,Maersk schedule association; shared vessel,,,,,https://www.linescape.com/vessels/4093/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,AS SIMONE,9813814,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Busan,Moji,,,https://www.fluentcargo.com/carriers/scac/MAEU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MAERSK,Maersk,MAEU,672,ASG PORTOFINO,9229087,PW,T8A4548,511101258,,,,,,,,,,,,,,Maersk schedule association; shared across Maersk/Hapag/CMA,,,,,https://www.linescape.com/vessels/19012/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,BSG BONAIRE,9303766,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Algeciras,Livorno,,,https://www.fluentcargo.com/carriers/scac/MAEU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MAERSK,Maersk,MAEU,672,CIELO DI RABAT,9141792,MA,CNA5005,242198100,,,,,,,,,,,,,,Listed in Maersk commercial carrier/service universe,,,,,https://www.linescape.com/vessels/9550/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MAERSK,Maersk,MAEU,672,MAERSK SANA,9289922,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Busan,Lazaro Cardenas,,,https://www.fluentcargo.com/carriers/scac/MAEU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MAERSK,Maersk,MAEU,672,MAERSK STOCKHOLM,9352042,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Tanjung Pelepas,Hong Kong,,,https://www.fluentcargo.com/carriers/scac/MAEU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
